id,room,order,order_common,family,family_common,value,absent,room_total,order_room_total
house.other.Polydesmida (flat-backed millipedes).Polydesmidae (flat-backed millipedes),other,Polydesmida,flat-backed millipedes,Polydesmidae,flat-backed millipedes,1,8,9,1
"house.other.Psocodea (barklice, booklice, parasitic lice).Liposcelididae (booklice)",other,Psocodea,"barklice, booklice, parasitic lice",Liposcelididae,booklice,3,6,9,3
"house.other.Psocodea (barklice, booklice, parasitic lice).Un ID family",other,Psocodea,"barklice, booklice, parasitic lice",Un ID family,,2,7,9,3
house.other.Thysanoptera (thrips).Thripidae (thrips),other,Thysanoptera,thrips,Thripidae,thrips,1,8,9,1
house.other.Zygentoma (silverfish).Lepismatidae (silverfish),other,Zygentoma,silverfish,Lepismatidae,silverfish,2,7,9,2
"house.attic.Acari (mites, ticks)",attic,Acari,"mites, ticks",,,,,,
house.attic.Araneae (spiders),attic,Araneae,spiders,,,,,,
house.attic.Blattodea (cockroaches),attic,Blattodea,cockroaches,,,,,,
house.attic.Coleoptera (beetles),attic,Coleoptera,beetles,,,,,,
house.attic.Collembola (springtails),attic,Collembola,springtails,,,,,,
house.attic.Diptera (flies),attic,Diptera,flies,,,,,,
house.attic.Hemiptera (true bugs),attic,Hemiptera,true bugs,,,,,,
"house.attic.Hymenoptera (bees, wasps, ants)",attic,Hymenoptera,"bees, wasps, ants",,,,,,
"house.attic.Isopoda (woodlice, pillbugs, roly-poly's)",attic,Isopoda,"woodlice, pillbugs, roly-poly's",,,,,,
house.attic.No specimens,attic,No specimens,NA,,,,,,
house.attic.Opiliones (harvestmen),attic,Opiliones,harvestmen,,,,,,
"house.attic.Orthoptera (grasshoppers, etc)",attic,Orthoptera,"grasshoppers, etc",,,,,,
house.attic.Polydesmida (flat-backed millipedes),attic,Polydesmida,flat-backed millipedes,,,,,,
"house.attic.Psocodea (barklice, booklice, parasitic lice)",attic,Psocodea,"barklice, booklice, parasitic lice",,,,,,
house.attic.Thysanoptera (thrips),attic,Thysanoptera,thrips,,,,,,
house.attic.Un ID order,attic,Un ID order,NA,,,,,,
house.attic.Zygentoma (silverfish),attic,Zygentoma,silverfish,,,,,,
"house.basement.Acari (mites, ticks)",basement,Acari,"mites, ticks",,,,,,
house.basement.Araneae (spiders),basement,Araneae,spiders,,,,,,
house.basement.Blattodea (cockroaches),basement,Blattodea,cockroaches,,,,,,
house.basement.Callipodida (crested millipedes),basement,Callipodida,crested millipedes,,,,,,
house.basement.Coleoptera (beetles),basement,Coleoptera,beetles,,,,,,
house.basement.Collembola (springtails),basement,Collembola,springtails,,,,,,
house.basement.Dermaptera (earwigs),basement,Dermaptera,earwigs,,,,,,
house.basement.Diplopoda (millipedes),basement,Diplopoda,millipedes,,,,,,
house.basement.Diptera (flies),basement,Diptera,flies,,,,,,
house.basement.Hemiptera (true bugs),basement,Hemiptera,true bugs,,,,,,
"house.basement.Hymenoptera (bees, wasps, ants)",basement,Hymenoptera,"bees, wasps, ants",,,,,,
"house.basement.Isopoda (woodlice, pillbugs, roly-poly's)",basement,Isopoda,"woodlice, pillbugs, roly-poly's",,,,,,
house.basement.Isoptera (termites),basement,Isoptera,termites,,,,,,
house.basement.Julida (millipedes),basement,Julida,millipedes,,,,,,
"house.basement.Lepidoptera (moths, butterflies)",basement,Lepidoptera,"moths, butterflies",,,,,,
house.basement.Lithobiomorpha (stone centipedes),basement,Lithobiomorpha,stone centipedes,,,,,,
house.basement.Microcoryphia (bristletails),basement,Microcoryphia,bristletails,,,,,,
house.basement.Neuroptera (lacewings),basement,Neuroptera,lacewings,,,,,,
house.basement.Opiliones (harvestmen),basement,Opiliones,harvestmen,,,,,,
"house.basement.Orthoptera (grasshoppers, etc)",basement,Orthoptera,"grasshoppers, etc",,,,,,
house.basement.Polydesmida (flat-backed millipedes),basement,Polydesmida,flat-backed millipedes,,,,,,
house.basement.Pseudoscorpiones (pseudoscorpions),basement,Pseudoscorpiones,pseudoscorpions,,,,,,
"house.basement.Psocodea (barklice, booklice, parasitic lice)",basement,Psocodea,"barklice, booklice, parasitic lice",,,,,,
house.basement.Scolopendromorpha (tropical centipedes),basement,Scolopendromorpha,tropical centipedes,,,,,,
house.basement.Scutigeromorpha (house centipedes),basement,Scutigeromorpha,house centipedes,,,,,,
house.basement.Spirobolida (round-backed millipedes),basement,Spirobolida,round-backed millipedes,,,,,,
house.basement.Spirostreptida (millipedes),basement,Spirostreptida,millipedes,,,,,,
house.basement.Thysanoptera (thrips),basement,Thysanoptera,thrips,,,,,,
house.basement.Zygentoma (silverfish),basement,Zygentoma,silverfish,,,,,,
"house.bath.Acari (mites, ticks)",bath,Acari,"mites, ticks",,,,,,
house.bath.Araneae (spiders),bath,Araneae,spiders,,,,,,
house.bath.Blattodea (cockroaches),bath,Blattodea,cockroaches,,,,,,
house.bath.Coleoptera (beetles),bath,Coleoptera,beetles,,,,,,
house.bath.Collembola (springtails),bath,Collembola,springtails,,,,,,
house.bath.Dermaptera (earwigs),bath,Dermaptera,earwigs,,,,,,
house.bath.Diptera (flies),bath,Diptera,flies,,,,,,
house.bath.Hemiptera (true bugs),bath,Hemiptera,true bugs,,,,,,
"house.bath.Hymenoptera (bees, wasps, ants)",bath,Hymenoptera,"bees, wasps, ants",,,,,,
"house.bath.Isopoda (woodlice, pillbugs, roly-poly's)",bath,Isopoda,"woodlice, pillbugs, roly-poly's",,,,,,
house.bath.Isoptera (termites),bath,Isoptera,termites,,,,,,
house.bath.Julida (millipedes),bath,Julida,millipedes,,,,,,
"house.bath.Lepidoptera (moths, butterflies)",bath,Lepidoptera,"moths, butterflies",,,,,,
house.bath.Microcoryphia (bristletails),bath,Microcoryphia,bristletails,,,,,,
house.bath.Neuroptera (lacewings),bath,Neuroptera,lacewings,,,,,,
house.bath.No specimens,bath,No specimens,NA,,,,,,
house.bath.Opiliones (harvestmen),bath,Opiliones,harvestmen,,,,,,
"house.bath.Orthoptera (grasshoppers, etc)",bath,Orthoptera,"grasshoppers, etc",,,,,,
house.bath.Plecoptera (stoneflies),bath,Plecoptera,stoneflies,,,,,,
house.bath.Polydesmida (flat-backed millipedes),bath,Polydesmida,flat-backed millipedes,,,,,,
house.bath.Pseudoscorpiones (pseudoscorpions),bath,Pseudoscorpiones,pseudoscorpions,,,,,,
"house.bath.Psocodea (barklice, booklice, parasitic lice)",bath,Psocodea,"barklice, booklice, parasitic lice",,,,,,
house.bath.Scolopendromorpha (tropical centipedes),bath,Scolopendromorpha,tropical centipedes,,,,,,
house.bath.Scutigeromorpha (house centipedes),bath,Scutigeromorpha,house centipedes,,,,,,
house.bath.Siphonaptera (fleas),bath,Siphonaptera,fleas,,,,,,
house.bath.Spirobolida (round-backed millipedes),bath,Spirobolida,round-backed millipedes,,,,,,
house.bath.Thysanoptera (thrips),bath,Thysanoptera,thrips,,,,,,
house.bath.Trichoptera (caddisflies),bath,Trichoptera,caddisflies,,,,,,
house.bath.Zygentoma (silverfish),bath,Zygentoma,silverfish,,,,,,
"house.bed.Acari (mites, ticks)",bed,Acari,"mites, ticks",,,,,,
house.bed.Araneae (spiders),bed,Araneae,spiders,,,,,,
house.bed.Blattodea (cockroaches),bed,Blattodea,cockroaches,,,,,,
house.bed.Callipodida (crested millipedes),bed,Callipodida,crested millipedes,,,,,,
house.bed.Coleoptera (beetles),bed,Coleoptera,beetles,,,,,,
house.bed.Collembola (springtails),bed,Collembola,springtails,,,,,,
house.bed.Dermaptera (earwigs),bed,Dermaptera,earwigs,,,,,,
house.bed.Diptera (flies),bed,Diptera,flies,,,,,,
house.bed.Hemiptera (true bugs),bed,Hemiptera,true bugs,,,,,,
"house.bed.Hymenoptera (bees, wasps, ants)",bed,Hymenoptera,"bees, wasps, ants",,,,,,
"house.bed.Isopoda (woodlice, pillbugs, roly-poly's)",bed,Isopoda,"woodlice, pillbugs, roly-poly's",,,,,,
house.bed.Isoptera (termites),bed,Isoptera,termites,,,,,,
house.bed.Julida (millipedes),bed,Julida,millipedes,,,,,,
"house.bed.Lepidoptera (moths, butterflies)",bed,Lepidoptera,"moths, butterflies",,,,,,
house.bed.Lithobiomorpha (stone centipedes),bed,Lithobiomorpha,stone centipedes,,,,,,
house.bed.Microcoryphia (bristletails),bed,Microcoryphia,bristletails,,,,,,
house.bed.Neuroptera (lacewings),bed,Neuroptera,lacewings,,,,,,
house.bed.No specimens,bed,No specimens,NA,,,,,,
house.bed.Opiliones (harvestmen),bed,Opiliones,harvestmen,,,,,,
"house.bed.Orthoptera (grasshoppers, etc)",bed,Orthoptera,"grasshoppers, etc",,,,,,
house.bed.Polydesmida (flat-backed millipedes),bed,Polydesmida,flat-backed millipedes,,,,,,
house.bed.Pseudoscorpiones (pseudoscorpions),bed,Pseudoscorpiones,pseudoscorpions,,,,,,
"house.bed.Psocodea (barklice, booklice, parasitic lice)",bed,Psocodea,"barklice, booklice, parasitic lice",,,,,,
house.bed.Scolopendromorpha (tropical centipedes),bed,Scolopendromorpha,tropical centipedes,,,,,,
house.bed.Scutigeromorpha (house centipedes),bed,Scutigeromorpha,house centipedes,,,,,,
house.bed.Siphonaptera (fleas),bed,Siphonaptera,fleas,,,,,,
house.bed.Thysanoptera (thrips),bed,Thysanoptera,thrips,,,,,,
house.bed.Trichoptera (caddisflies),bed,Trichoptera,caddisflies,,,,,,
house.bed.Zygentoma (silverfish),bed,Zygentoma,silverfish,,,,,,
"house.common.Acari (mites, ticks)",common,Acari,"mites, ticks",,,,,,
house.common.Araneae (spiders),common,Araneae,spiders,,,,,,
house.common.Blattodea (cockroaches),common,Blattodea,cockroaches,,,,,,
house.common.Callipodida (crested millipedes),common,Callipodida,crested millipedes,,,,,,
house.common.Coleoptera (beetles),common,Coleoptera,beetles,,,,,,
house.common.Collembola (springtails),common,Collembola,springtails,,,,,,
house.common.Dermaptera (earwigs),common,Dermaptera,earwigs,,,,,,
house.common.Diptera (flies),common,Diptera,flies,,,,,,
house.common.Ephemeroptera (Mayflies),common,Ephemeroptera,Mayflies,,,,,,
house.common.Geophilomorpha (soil centipedes),common,Geophilomorpha,soil centipedes,,,,,,
house.common.Hemiptera (true bugs),common,Hemiptera,true bugs,,,,,,
"house.common.Hymenoptera (bees, wasps, ants)",common,Hymenoptera,"bees, wasps, ants",,,,,,
"house.common.Isopoda (woodlice, pillbugs, roly-poly's)",common,Isopoda,"woodlice, pillbugs, roly-poly's",,,,,,
house.common.Isoptera (termites),common,Isoptera,termites,,,,,,
house.common.Julida (millipedes),common,Julida,millipedes,,,,,,
"house.common.Lepidoptera (moths, butterflies)",common,Lepidoptera,"moths, butterflies",,,,,,
house.common.Lithobiomorpha (stone centipedes),common,Lithobiomorpha,stone centipedes,,,,,,
house.common.Microcoryphia (bristletails),common,Microcoryphia,bristletails,,,,,,
house.common.Neuroptera (lacewings),common,Neuroptera,lacewings,,,,,,
house.common.Odonata (dragonflies and damselflies),common,Odonata,dragonflies and damselflies,,,,,,
house.common.Opiliones (harvestmen),common,Opiliones,harvestmen,,,,,,
"house.common.Orthoptera (grasshoppers, etc)",common,Orthoptera,"grasshoppers, etc",,,,,,
house.common.Plecoptera (stoneflies),common,Plecoptera,stoneflies,,,,,,
house.common.Polydesmida (flat-backed millipedes),common,Polydesmida,flat-backed millipedes,,,,,,
house.common.Pseudoscorpiones (pseudoscorpions),common,Pseudoscorpiones,pseudoscorpions,,,,,,
"house.common.Psocodea (barklice, booklice, parasitic lice)",common,Psocodea,"barklice, booklice, parasitic lice",,,,,,
house.common.Scolopendromorpha (tropical centipedes),common,Scolopendromorpha,tropical centipedes,,,,,,
house.common.Scutigeromorpha (house centipedes),common,Scutigeromorpha,house centipedes,,,,,,
house.common.Siphonaptera (fleas),common,Siphonaptera,fleas,,,,,,
house.common.Spirobolida (round-backed millipedes),common,Spirobolida,round-backed millipedes,,,,,,
house.common.Thysanoptera (thrips),common,Thysanoptera,thrips,,,,,,
house.common.Trichoptera (caddisflies),common,Trichoptera,caddisflies,,,,,,
house.common.Un ID order,common,Un ID order,NA,,,,,,
house.common.Zygentoma (silverfish),common,Zygentoma,silverfish,,,,,,
"house.kitchen.Acari (mites, ticks)",kitchen,Acari,"mites, ticks",,,,,,
house.kitchen.Araneae (spiders),kitchen,Araneae,spiders,,,,,,
house.kitchen.Blattodea (cockroaches),kitchen,Blattodea,cockroaches,,,,,,
house.kitchen.Coleoptera (beetles),kitchen,Coleoptera,beetles,,,,,,
house.kitchen.Collembola (springtails),kitchen,Collembola,springtails,,,,,,
house.kitchen.Decapoda (crustaceans),kitchen,Decapoda,crustaceans,,,,,,
house.kitchen.Dermaptera (earwigs),kitchen,Dermaptera,earwigs,,,,,,
house.kitchen.Diplopoda (millipedes),kitchen,Diplopoda,millipedes,,,,,,
house.kitchen.Diptera (flies),kitchen,Diptera,flies,,,,,,
house.kitchen.Hemiptera (true bugs),kitchen,Hemiptera,true bugs,,,,,,
"house.kitchen.Hymenoptera (bees, wasps, ants)",kitchen,Hymenoptera,"bees, wasps, ants",,,,,,
"house.kitchen.Isopoda (woodlice, pillbugs, roly-poly's)",kitchen,Isopoda,"woodlice, pillbugs, roly-poly's",,,,,,
house.kitchen.Isoptera (termites),kitchen,Isoptera,termites,,,,,,
"house.kitchen.Lepidoptera (moths, butterflies)",kitchen,Lepidoptera,"moths, butterflies",,,,,,
house.kitchen.Lithobiomorpha (stone centipedes),kitchen,Lithobiomorpha,stone centipedes,,,,,,
house.kitchen.Microcoryphia (bristletails),kitchen,Microcoryphia,bristletails,,,,,,
house.kitchen.Neuroptera (lacewings),kitchen,Neuroptera,lacewings,,,,,,
"house.kitchen.Orthoptera (grasshoppers, etc)",kitchen,Orthoptera,"grasshoppers, etc",,,,,,
house.kitchen.Polydesmida (flat-backed millipedes),kitchen,Polydesmida,flat-backed millipedes,,,,,,
house.kitchen.Pseudoscorpiones (pseudoscorpions),kitchen,Pseudoscorpiones,pseudoscorpions,,,,,,
"house.kitchen.Psocodea (barklice, booklice, parasitic lice)",kitchen,Psocodea,"barklice, booklice, parasitic lice",,,,,,
house.kitchen.Scutigeromorpha (house centipedes),kitchen,Scutigeromorpha,house centipedes,,,,,,
house.kitchen.Siphonaptera (fleas),kitchen,Siphonaptera,fleas,,,,,,
house.kitchen.Spirobolida (round-backed millipedes),kitchen,Spirobolida,round-backed millipedes,,,,,,
house.kitchen.Thysanoptera (thrips),kitchen,Thysanoptera,thrips,,,,,,
house.kitchen.Zygentoma (silverfish),kitchen,Zygentoma,silverfish,,,,,,
"house.other.Acari (mites, ticks)",other,Acari,"mites, ticks",,,,,,
house.other.Araneae (spiders),other,Araneae,spiders,,,,,,
house.other.Blattodea (cockroaches),other,Blattodea,cockroaches,,,,,,
house.other.Coleoptera (beetles),other,Coleoptera,beetles,,,,,,
house.other.Collembola (springtails),other,Collembola,springtails,,,,,,
house.other.Diplopoda (millipedes),other,Diplopoda,millipedes,,,,,,
house.other.Diptera (flies),other,Diptera,flies,,,,,,
house.other.Hemiptera (true bugs),other,Hemiptera,true bugs,,,,,,
"house.other.Hymenoptera (bees, wasps, ants)",other,Hymenoptera,"bees, wasps, ants",,,,,,
"house.other.Isopoda (woodlice, pillbugs, roly-poly's)",other,Isopoda,"woodlice, pillbugs, roly-poly's",,,,,,
house.other.Isoptera (termites),other,Isoptera,termites,,,,,,
"house.other.Lepidoptera (moths, butterflies)",other,Lepidoptera,"moths, butterflies",,,,,,
"house.other.Orthoptera (grasshoppers, etc)",other,Orthoptera,"grasshoppers, etc",,,,,,
house.other.Polydesmida (flat-backed millipedes),other,Polydesmida,flat-backed millipedes,,,,,,
"house.other.Psocodea (barklice, booklice, parasitic lice)",other,Psocodea,"barklice, booklice, parasitic lice",,,,,,
house.other.Thysanoptera (thrips),other,Thysanoptera,thrips,,,,,,
house.other.Zygentoma (silverfish),other,Zygentoma,silverfish,,,,,,
house.attic,attic,,,,,,,,
house.basement,basement,,,,,,,,
house.bath,bath,,,,,,,,
house.bed,bed,,,,,,,,
house.common,common,,,,,,,,
house.kitchen,kitchen,,,,,,,,
house.other,other,,,,,,,,
house,,,,,,,,,
